property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
house,unitech espace,sector 50,11.5,35494.0,3239.9339,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,1,0
house,independent,sector 31,4.6,32258.0,1420.8347999999999,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,0,0
house,independent,sector 46,3.6,24845.0,1453.1264999999999,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately Old,,1449.0,,0,0,0,1,0,0,75
house,independent,sector 41,9.0,27778.0,3239.9339,Plot area 360(301.01 sq.m.),8,5,3+,3.0,not available,Old Property,,3240.0,,0,1,1,1,0,0,26
house,independent,sector 43,3.0,53763.0,559.7228,Plot area 62(51.84 sq.m.),12,12,3+,5.0,West,New Property,,558.0,,1,0,0,0,0,2,20
house,dlf city plots,sector 26,13.5,29880.0,4520.838,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately Old,,4518.0,,1,0,0,1,1,0,104
house,adani brahma samsara,sector 60,18.02,28200.0,6393.7566,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,Relatively New,,6390.0,,0,0,0,1,0,0,146
house,unitech escape,sector 50,12.0,37037.0,3239.9339,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,,,360.0,0,0,0,0,0,1,66
house,sushant lok builder floors,sector 43,6.25,30728.0,2034.3771,Plot area 226(188.96 sq.m.),7,7,3+,3.0,North,Moderately Old,,2034.0,,0,1,0,1,1,0,46
house,luxury dlf city floors,sector 26,8.25,45833.0,1797.5712999999998,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,New Property,,1800.0,,0,0,0,1,0,0,105
house,independent,sector 55,5.0,44444.0,1130.2095,Plot area 125(104.52 sq.m.)Built Up area: 115 sq.yards (96.15 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),9,9,3+,5.0,East,New Property,,115.0,100.0,1,0,0,0,0,0,44
house,independent,sector 57,6.95,38611.0,1732.9878999999999,Plot area 192(160.54 sq.m.),12,12,3+,4.0,East,New Property,,1728.0,,0,1,0,1,0,0,73
house,dlf city plots,sector 26,17.0,37627.0,4520.838,Plot area 502(419.74 sq.m.),5,6,3,2.0,North-West,Old Property,,4518.0,,0,1,1,1,0,0,87
house,independent,sector 13,0.5,90909.0,495.0,Plot area 55(5.11 sq.m.),12,4,3,4.0,not available,Old Property,,495.0,,0,0,0,0,0,0,15
house,independent,sector 50,7.0,32407.0,2163.5439,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,not available,Undefined,,240.0,,0,0,0,0,0,1,0
flat,unitech vistas,sector 70,9.0,57507.0,1565.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,not available,Undefined,,1565.0,,0,0,0,0,0,0,0
house,independent,sector 43,9.5,42222.0,2723.2666999999997,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,2.0,North-East,Relatively New,,300.0,250.0,0,0,1,1,0,0,88
house,anant raj estates,sector 63a,8.5,27139.0,3132.2949,Plot area 348(290.97 sq.m.),6,6,3+,3.0,East,Under Construction,,3132.0,,0,1,1,0,0,0,29
house,unitech espace,sector 50,7.35,41762.0,2163.5439,Plot area 240(200.67 sq.m.),4,4,3+,3.0,South,Moderately Old,,2160.0,,0,0,1,1,0,0,52
flat,dlf the grove,sector 43,6.0,25000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,2,1.0,South-West,Undefined,,,2400.0,0,0,0,1,0,0,49
house,sector rwa,sector 38,4.3,28782.0,1496.1821,Plot area 166(138.8 sq.m.)Built Up area: 165 sq.yards (137.96 sq.m.)Carpet area: 164 sq.yards (137.12 sq.m.),9,9,3+,3.0,East,Relatively New,,165.0,164.0,1,0,1,0,0,0,41
house,suncity township,sector 54,2.0,30968.0,645.834,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,3,11.0,North,Relatively New,,60.0,59.0,0,0,0,1,0,2,7
house,independent,sector 24,3.25,30384.0,9626.670000000002,Plot area 1069.63(99.37 sq.m.),4,4,3,3.0,not available,Old Property,,9626.670000000002,,0,0,0,0,0,0,15
house,independent,sector 25,13.5,37313.0,3616.6704,Plot area 402(336.12 sq.m.),5,6,3+,4.0,North-East,Old Property,,3618.0,,1,0,0,0,0,0,79
house,independent,sector 57,4.75,28787.0,1603.8211,Plot area 1600(148.64 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3,2.0,North-West,Moderately Old,,1700.0,1650.0,0,1,0,0,0,0,96
house,independent,sector 24,11.0,28898.0,5000.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,3+,3.0,East,Old Property,,5000.0,,1,0,1,1,1,0,39
house,independent,sector 12,6.0,315789.0,193.7502,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),9,6,2,2.0,North-East,Old Property,,,1600.0,0,0,0,0,0,1,0
house,dlf city plots phase,sector 25,6.3,35000.0,1797.5712999999998,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Old Property,,1800.0,,0,1,0,1,0,0,89
house,unitech aspen greens,sector 50,7.0,32407.0,2163.5439,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,0,0,0,1,0,1,29
house,independent,sector 46,6.81,36911.0,1840.6269,Plot area 205(171.41 sq.m.),12,14,3+,,East,New Property,,1845.0,,1,0,0,1,0,0,40
house,independent,sector 43,5.5,28424.0,1937.502,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,Old Property,,1935.0,,1,0,0,0,0,1,12
house,dlf city plots,sector 26,13.5,29880.0,4520.838,Plot area 502(419.74 sq.m.),5,5,3,2.0,East,Old Property,,4518.0,,0,1,1,1,1,0,110
house,unitech deerwood chase,sector 50,15.0,33333.0,4499.3102,Plot area 500(418.06 sq.m.),4,4,2,2.0,West,Moderately Old,,4500.0,,0,0,0,1,0,1,160
house,independent,sector 28,10.5,32407.0,3239.9339,Plot area 360(301.01 sq.m.),5,6,3+,3.0,not available,New Property,,3240.0,,0,0,1,1,1,0,153
house,international city by sobha phase,sector 109,9.4,26111.0,3595.1425999999997,Plot area 400(334.45 sq.m.),5,6,3+,2.0,North-East,Relatively New,,3600.0,,0,1,1,1,1,0,147
house,independent,sector 41,7.25,29293.0,2475.697,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,,2475.0,,0,0,0,1,0,0,94
house,dlf city phase,sector 26,4.5,33333.0,1345.4875,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,Moderately Old,,1350.0,,0,0,0,1,1,1,70
house,independent,sector 4,1.25,78125.0,161.4585,Built Up area: 160 (14.86 sq.m.),2,3,0,1.0,not available,Undefined,,160.0,,0,0,0,0,0,1,0
house,independent,sector 56,7.25,29336.0,2723.2666999999997,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately Old,,2727.0,,0,0,0,0,0,0,24
house,independent,sector 56,4.0,26613.0,1506.946,Plot area 167(139.63 sq.m.),4,4,3+,2.0,not available,Relatively New,,1503.0,,0,0,0,0,0,0,24
flat,dlf park place,sector 54,6.75,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,2704.0,,1534.0,0,0,0,1,0,2,135
house,independent,sector 50,10.45,38703.0,4000.0,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately Old,,4000.0,,0,0,1,1,1,0,142
house,nul,sector 25,6.25,34722.0,1797.5712999999998,Plot area 200(167.23 sq.m.),5,5,3,2.0,East,Moderately Old,,1800.0,,0,0,1,1,0,0,112
house,dlf city plots,sector 26,20.0,44265.0,4520.838,Plot area 502(419.74 sq.m.),16,20,3+,4.0,North-East,New Property,,4518.0,,0,1,1,1,1,0,153
flat,lig flat,sector 40,1.5,50000.0,300.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,not available,Undefined,,300.0,,0,0,0,0,0,1,0
flat,vipul belmonte,sector 53,6.0,24489.0,2450.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,Moderately Old,2450.0,,,1,0,0,1,0,0,26
flat,central park resorts,sector 48,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively New,,,3980.0,0,0,1,1,0,1,45
house,international city by sobha phase,sector 109,9.5,26389.0,3595.1425999999997,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively New,,3600.0,,0,1,1,1,1,0,133
house,unitech palms south city,sector 41,9.35,28858.0,7500.0,Plot area 3240(301.01 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),10,10,3+,4.0,North-East,Moderately Old,,7500.0,6000.0,0,0,0,1,1,0,70
house,vipul tatvam villa,sector 48,8.5,26235.0,3239.9339,Plot area 360(301.01 sq.m.),4,4,1,,not available,Relatively New,,3240.0,,0,0,0,0,0,1,21
house,emaar mgf marbella,sector 66,18.0,55556.0,3239.9339,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Moderately Old,,3240.0,,0,0,1,1,1,2,75
house,unitech espace,sector 50,7.45,34491.0,4500.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,not available,Old Property,,4500.0,4000.0,0,0,0,1,0,0,59
house,uppal southend,sector 49,3.75,25562.0,1463.8904,Plot area 163(136.29 sq.m.),6,6,3,3.0,East,Moderately Old,,1467.0,,1,0,0,0,0,0,49
house,independent,sector 17,3.5,218750.0,161.4585,Built Up area: 160 (14.86 sq.m.),6,6,3+,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,0,0
house,independent,sector 43,13.5,50000.0,2701.7389,Plot area 300(250.84 sq.m.),16,16,3+,4.0,North-West,Relatively New,,2700.0,,1,0,1,1,1,0,41
house,independent,sector 25,10.5,29022.0,3616.6704,Plot area 402(336.12 sq.m.),5,5,3,3.0,East,Moderately Old,,3618.0,,0,0,1,1,1,1,42
house,unitech espace,sector 50,10.3,31790.0,3239.9339,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately Old,,3240.0,,0,1,1,1,1,0,160
house,project housing board colony,sector 31,8.0,63492.0,1259.3763,Built Up area: 140 (117.06 sq.m.),2,1,0,1.0,not available,Undefined,,140.0,,0,0,0,0,0,1,0
house,independent,sector 43,1.9,35185.0,538.1949999999999,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3,3,3+,3.0,not available,Old Property,,60.0,,0,0,0,0,0,2,0
house,independent,sector 43,7.5,38760.0,1937.502,Plot area 215(179.77 sq.m.),12,12,3+,4.0,East,New Property,,1935.0,,0,1,1,1,1,0,72
house,independent,sector 26,26.0,82540.0,3616.6704,Plot area 402(336.12 sq.m.)Built Up area: 400 sq.yards (334.45 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),16,16,3+,4.0,North-West,New Property,,400.0,350.0,0,1,1,1,1,2,72
house,independent,sector 26,12.5,38580.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3+,2.0,North,Old Property,,3240.0,,0,1,1,1,1,0,79
house,independent,sector 46,6.5,27461.0,2368.058,Plot area 263(219.9 sq.m.),12,12,3+,4.0,North-West,Relatively New,,2367.0,,0,0,1,0,1,0,32
flat,birla navya,sector 63a,3.5,25925.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,3,1.0,not available,Under Construction,,,1350.0,0,0,0,0,0,1,38
house,independent,sector 43,8.49,31444.0,2701.7389,Plot area 300(250.84 sq.m.),3,3,2,4.0,North,Relatively New,,2700.0,,0,0,1,1,0,0,21
house,international city by sobha phase,sector 109,10.0,27778.0,3595.1425999999997,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,New Property,,3600.0,,1,0,1,1,1,0,49
house,independent,sector 26,4.5,33333.0,1345.4875,Plot area 150(125.42 sq.m.),5,5,3+,2.0,not available,Old Property,,1350.0,,0,0,0,0,0,0,7
house,independent,sector 45,7.35,29697.0,2475.697,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,,2475.0,,0,1,1,1,1,0,61
house,independent,sector 6,1.0,41666.0,236.80579999999998,Built Up area: 240 (22.3 sq.m.),6,4,0,3.0,not available,Undefined,,240.0,,0,0,0,0,0,1,0
house,independent,sector 8,1.6,28674.0,559.7228,Plot area 62(51.84 sq.m.),4,6,1,3.0,not available,Relatively New,,558.0,,0,0,0,0,0,1,0
house,independent,sector 25,4.35,32222.0,1345.4875,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,Old Property,,1350.0,,0,0,0,1,0,1,49
house,emaar the palm springs,sector 54,14.0,62222.0,2249.6551,Plot area 250(209.03 sq.m.),4,5,3+,2.0,North,Old Property,,2250.0,,0,0,0,1,1,0,160
house,independent,sector 26,16.0,35556.0,4499.3102,Plot area 500(418.06 sq.m.),5,6,3,2.0,North-East,Old Property,,4500.0,,0,0,0,0,0,1,0
house,emaar mgf marbella,sector 66,12.0,37037.0,3239.9339,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,,3240.0,,0,1,1,1,1,0,160
house,independent,sector 56,12.39,45889.0,2701.7389,Plot area 300(250.84 sq.m.),16,18,3+,4.0,North-East,New Property,,2700.0,,0,0,1,1,0,0,49
house,independent,sector 28,4.5,125000.0,355.20869999999996,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,not available,Undefined,,360.0,,0,0,0,0,0,1,0
house,independent,sector 25,7.6,38760.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively New,,1935.0,,0,1,1,0,1,0,84
house,vipul tatvam villa,sector 48,8.5,26235.0,3239.9339,Plot area 360(301.01 sq.m.),4,6,3,3.0,North,Old Property,,3240.0,,1,0,1,1,0,0,49
house,dlf city phase,sector 26,9.25,47803.0,7000.0,Plot area 1935(179.77 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),12,12,3+,4.0,North-East,New Property,,7000.0,,0,0,1,1,0,0,43
house,independent,sector 13,0.62,32291.0,193.7502,Built Up area: 192 (17.84 sq.m.),6,6,0,3.0,not available,Undefined,,192.0,,0,0,0,0,0,1,0
house,independent,sector 51,2.25,25000.0,904.1676,Plot area 100(83.61 sq.m.),6,3,3+,3.0,North-West,Relatively New,,900.0,,0,0,0,0,0,1,54
house,unitech uniworld resorts,sector 33,9.5,173992.0,4914.0,Plot area 546(50.73 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,4914.0,,0,0,0,0,0,0,40
house,eros rosewood city,sector 49,1.6,31481.0,538.1949999999999,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,New Property,,540.0,,0,0,0,0,0,0,27
house,independent,sector 45,16.0,35000.0,4499.3102,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively New,,4500.0,,0,1,1,1,1,0,105
house,huda plot sector,sector 38,4.3,245398.0,161.4585,Plot area 163(15.14 sq.m.)Built Up area: 145 sq.ft. (13.47 sq.m.),13,13,3+,5.0,North-West,Relatively New,,145.0,,0,0,0,0,0,2,7
house,dlf city plots phase,sector 25,6.5,33592.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3+,3.0,West,Old Property,,1935.0,,0,1,1,1,1,0,142
house,ansal sushant lok plots,sector 43,3.3,26570.0,1237.8485,Plot area 138(115.39 sq.m.),1,1,0,,not available,Under Construction,,1242.0,,0,0,0,0,0,0,0
house,huda sector-gurgaon,sector 56,3.6,24845.0,1453.1264999999999,Plot area 161(134.62 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,1449.0,,1,0,0,0,0,1,47
house,independent,sector 26,20.0,44444.0,4499.3102,Plot area 500(418.06 sq.m.),5,7,3+,3.0,West,Relatively New,,4500.0,,0,0,1,1,0,2,97
flat,mm latitude,sector 65,4.6,26790.0,1717.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New Property,,,1717.0,0,1,1,1,1,1,115
house,independent,sector 28,11.75,41315.0,2841.6695999999997,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,0,1,0,1,1,0,54
house,independent,sector 24,10.0,229885.0,430.556,Carpet area: 435 (40.41 sq.m.),8,10,3+,1.0,West,Undefined,,,435.0,0,0,0,0,0,1,0
house,independent,sector 26,4.5,33333.0,1345.4875,Plot area 150(125.42 sq.m.),3,3,2,2.0,West,Old Property,,1350.0,,0,0,1,0,0,0,58
house,independent,sector 54,5.0,43066.0,1162.5012,Plot area 129(107.86 sq.m.),21,21,3+,5.0,North,Relatively New,,1161.0,,0,0,0,1,0,2,49
house,ss omnia,sector 86,0.42,84000.0,450.0,Plot area 50(4.65 sq.m.),5,3,2,3.0,not available,Relatively New,,450.0,,0,0,0,0,0,1,0
house,unitech espace,sector 50,11.29,34846.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3+,2.0,not available,Moderately Old,,3240.0,,0,0,1,0,1,1,21
house,independent,sector 4,0.61,100000.0,549.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately Old,,549.0,,1,0,0,0,0,1,14
house,malibu towne,sector 47,8.5,53125.0,1603.8211,Built Up area: 1600 (148.64 sq.m.),12,12,3+,4.0,North,New Property,,1600.0,,0,0,0,0,0,0,99
house,independent,sector 43,4.5,39062.0,1151.7373,Plot area 128(107.02 sq.m.),20,20,3+,4.0,East,Relatively New,,1152.0,,0,0,0,1,0,2,22
house,dlf city plots,sector 26,12.5,38580.0,3239.9339,Plot area 360(301.01 sq.m.),4,5,2,2.0,North-East,Moderately Old,,3240.0,,0,0,0,1,1,0,121
house,sector huda,sector 57,3.8,26063.0,1453.1264999999999,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),8,8,3+,4.0,East,Relatively New,,162.0,160.0,0,1,1,0,0,0,94
house,dlf city plots phase,sector 28,9.54,29444.0,3239.9339,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,0,1,1,1,1,1,153
house,independent,sector 31,9.25,39530.0,2389.5858,Plot area 265(221.57 sq.m.)Built Up area: 262 sq.yards (219.07 sq.m.)Carpet area: 260 sq.yards (217.39 sq.m.),12,12,3+,4.0,North-East,New Property,,262.0,260.0,1,0,1,1,0,2,49
flat,dlf park place,sector 54,5.75,24688.0,2329.0,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,12.0,North-East,Relatively New,2329.0,1900.0,1700.0,0,0,0,1,0,2,174
house,emaar mgf marbella,sector 66,8.8,41615.0,2400.3496999999998,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,1,0,1,107
house,vipul tatvam villa,sector 48,8.2,25309.0,3239.9339,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,Moderately Old,,3240.0,,0,0,1,1,1,2,160
house,international city by sobha phase,sector 109,6.15,27333.0,2432.6414,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,3.0,West,Relatively New,,270.0,250.0,0,1,1,1,0,0,130
house,emaar the palm springs,sector 54,24.0,600000.0,3600.0,Plot area 400(37.16 sq.m.),5,5,2,1.0,North-East,Old Property,,3600.0,,0,0,1,1,1,0,122
house,independent,sector 2,19.5,27083.0,7201.049099999999,Plot area 800(668.9 sq.m.),8,9,3+,2.0,North,New Property,,7200.0,,0,0,1,1,1,0,122
house,independent,sector 2,6.0,24691.0,2432.6414,Plot area 270(225.75 sq.m.),5,6,3+,3.0,East,Old Property,,2430.0,,1,0,1,0,1,0,43
house,landmark house,sector 43,2.75,25463.0,1076.3899999999999,Plot area 120(100.34 sq.m.),3,3,1,2.0,South-East,Moderately Old,,1080.0,,0,0,1,0,0,0,21
house,raj villas,sector 52,8.0,25543.0,3132.2949,Carpet area: 348 (290.97 sq.m.),6,5,3+,4.0,East,Undefined,,,348.0,0,0,0,0,0,1,0
house,dlf city plots phase,sector 24,5.0,34083.0,1463.8904,Plot area 163(136.29 sq.m.),13,13,3+,4.0,North,New Property,,1467.0,,0,0,1,0,0,2,91
house,uppal southend,sector 49,6.75,31915.0,2109.7244,Plot area 235(196.49 sq.m.),12,12,3+,3.0,West,Moderately Old,,2115.0,,1,0,0,0,0,0,49
house,international city by sobha phase,sector 109,6.44,26502.0,2432.6414,Plot area 270(225.75 sq.m.),4,5,3+,3.0,North-East,New Property,,2430.0,,0,1,1,1,1,1,138
house,independent,sector 25,9.0,28490.0,3153.8226999999997,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Old Property,,3159.0,,0,0,1,0,0,0,64
house,dlf city plots phase,sector 25,4.5,33333.0,1345.4875,Plot area 150(125.42 sq.m.),5,3,2,3.0,not available,Old Property,,1350.0,,0,1,1,0,0,1,25
house,independent,sector 38,8.0,230547.0,344.4448,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,Undefined,,347.0,215.0,0,0,0,0,0,1,0
