property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,ompee k s residency,sector 110,1.6,26936.0,594.0,Carpet area: 66 (55.18 sq.m.),2,2,2,1.0,not available,Relatively New,,,66.0,0,0,0,0,0,0,0
house,unitech palms south city,sector 41,9.25,28549.0,5000.0,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,North,Moderately Old,,5000.0,4500.0,0,1,1,1,1,0,65
house,independent,sector 24,5.25,38889.0,1463.8904,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),4,4,3+,2.0,East,Relatively New,,160.0,150.0,0,0,1,1,0,0,72
house,independent,sector 26,18.9,41833.0,4520.838,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,Relatively New,,4518.0,,0,1,1,1,1,0,120
house,independent,sector 45,8.5,26235.0,3239.9339,Plot area 360(301.01 sq.m.),5,4,2,1.0,North-East,Moderately Old,,3240.0,,0,0,1,1,0,0,49
flat,dlf park place,sector 54,4.85,25866.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,25.0,South-East,Relatively New,1875.0,,,0,0,0,1,0,0,26
house,dlf city plots phase,sector 24,1.44,26667.0,538.1949999999999,Plot area 60(50.17 sq.m.),4,2,2,1.0,not available,Old Property,,540.0,,0,0,0,0,0,1,8
house,emaar mgf marbella,sector 66,8.7,38667.0,2249.6551,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),4,5,2,3.0,East,New Property,,267.0,,0,0,0,1,1,0,144
house,dlf city plots,sector 26,19.0,42054.0,4520.838,Plot area 502(419.74 sq.m.),6,6,3,2.0,East,Relatively New,,4518.0,,0,0,0,1,1,0,121
house,independent,sector 39,15.0,33333.0,4499.3102,Plot area 500(418.06 sq.m.),5,5,3+,4.0,not available,Moderately Old,,4500.0,,0,0,0,1,0,0,27
house,private house,sector 55,7.05,46906.0,1506.946,Plot area 167(139.63 sq.m.),18,18,3+,4.0,North-East,Relatively New,,1503.0,,1,0,0,0,0,2,57
flat,dlf the crest,sector 54,11.0,35222.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,not available,Relatively New,3123.0,,,0,0,0,1,0,2,125
house,independent,sector 105,0.5,50000.0,96.8751,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,not available,Undefined,,100.0,,0,0,0,0,0,0,0
house,independent,sector 50,10.55,32562.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3,2.0,not available,Moderately Old,,3240.0,,0,0,0,1,1,0,42
house,independent,sector 28,11.0,33951.0,3239.9339,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,Relatively New,,3240.0,,0,0,1,1,1,2,122
house,independent,sector 26,8.49,47167.0,1797.5712999999998,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,Relatively New,,1800.0,,0,0,1,1,0,0,42
house,independent,sector 27,4.25,31481.0,1463.8904,Plot area 163(136.29 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),5,5,3+,3.0,East,Relatively New,,161.0,150.0,0,0,1,1,0,0,49
house,unitech uniworld resorts,sector 33,11.5,24573.0,4682.2964999999995,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,Relatively New,,4680.0,,0,0,0,1,0,1,84
flat,dlf the belaire,sector 54,10.0,24557.0,4072.0,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0,0,0,1,0,2,167
house,independent,sector 47,4.3,29311.0,1463.8904,Plot area 163(136.29 sq.m.),6,4,2,2.0,not available,Moderately Old,,1467.0,,1,0,0,0,0,1,0
house,independent,sector 105,0.38,76000.0,53.8195,Carpet area: 50 (4.65 sq.m.),2,2,2,1.0,not available,Undefined,,,50.0,0,0,0,0,0,1,0
house,emaar mgf marbella,sector 66,18.0,40000.0,4499.3102,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,Relatively New,,4500.0,,0,1,1,1,1,2,153
house,independent,sector 43,6.5,35400.0,1937.502,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),5,4,3+,3.0,South-East,Moderately Old,,215.0,,0,0,1,1,0,0,54
house,uppal southend,sector 49,6.75,290948.0,2088.0,Plot area 232(21.55 sq.m.),12,12,3+,,West,Moderately Old,,2088.0,,1,0,1,1,1,0,49
house,unitech uniworld resorts,sector 33,10.0,181818.0,4950.0,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,,4950.0,,0,0,0,1,1,0,26
house,independent,sector 105,9.9,49500.0,2002.0854,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,2,3.0,North,Undefined,,2000.0,1800.0,0,0,0,0,0,1,0
house,independent,sector 26,6.75,27778.0,2432.6414,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately Old,,2430.0,,0,0,0,0,0,0,27
flat,birla navya,sector 63a,3.23,26875.0,1202.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4.0,West,New Property,2150.0,,1200.0,0,0,0,1,0,1,52
house,ansal,sector 43,1.85,308333.0,540.0,Plot area 60(5.57 sq.m.),8,8,3+,5.0,North-West,Relatively New,,540.0,,0,0,0,0,0,1,53
house,independent,sector 31,4.25,26235.0,1840.6269,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,200.0,180.0,0,1,1,0,0,0,56
house,independent,sector 4,0.6,105263.0,513.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,not available,Old Property,,513.0,,1,0,0,0,0,1,0
house,dlf city phase,sector 26,5.5,30556.0,1797.5712999999998,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Moderately Old,,1800.0,,0,1,1,0,0,1,49
house,independent,sector 50,10.56,32593.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3,3.0,not available,Moderately Old,,3240.0,,0,0,0,1,0,0,20
house,international city by sobha phase,sector 109,6.2,25514.0,2432.6414,Plot area 270(225.75 sq.m.),5,5,2,2.0,South-West,Relatively New,,2430.0,,0,0,0,1,0,1,135
house,malibu towne,sector 47,8.81,27191.0,3239.9339,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,Moderately Old,,3240.0,,1,0,0,1,1,0,27
house,dlf city plots phase,sector 25,10.0,400000.0,2250.0,Plot area 250(23.23 sq.m.),12,12,3+,4.0,North,Relatively New,,2250.0,,0,0,0,1,1,0,114
house,independent,sector 25,16.0,26667.0,5995.4923,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,,6000.0,,0,0,0,0,0,1,0
house,independent,sector 40,12.0,38986.0,3078.4754,Plot area 342(285.96 sq.m.),16,16,3+,4.0,not available,New Property,,3078.0,,0,1,1,1,1,0,0
house,independent,sector 9,1.1,55000.0,1800.0,Plot area 200(18.58 sq.m.),4,3,1,2.0,North-East,Old Property,,1800.0,,0,0,0,0,0,0,0
house,independent,sector 25,10.0,37037.0,2701.7389,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,Old Property,,2700.0,,0,1,0,1,0,0,64
house,unitech uniworld resorts,sector 33,11.0,26667.0,4499.3102,Plot area 500(418.06 sq.m.),5,6,3,3.0,not available,New Property,,4500.0,,0,0,0,1,1,1,58
house,unitech deerwood chase,sector 50,8.45,235376.0,3231.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,3231.0,,0,0,0,1,1,0,102
house,dlf city plots phase,sector 25,6.5,36111.0,1797.5712999999998,Plot area 200(167.23 sq.m.),5,5,3+,3.0,East,Old Property,,1800.0,,0,1,1,1,1,0,134
flat,tulip monsella,sector 53,7.4,33198.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,not available,Undefined,,,2229.0,0,0,0,0,0,1,35
house,dlf city plots,sector 26,26.0,57206.0,4542.3658,Plot area 505(422.24 sq.m.),6,7,3+,2.0,North-East,New Property,,4545.0,,1,0,1,1,1,0,138
flat,emaar digihomes,sector 62,4.25,26562.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,3,8.0,not available,Under Construction,,,1600.0,0,0,0,0,1,1,16
house,sushant lok builder floors,sector 43,10.85,28841.0,3767.365,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately Old,,3762.0,,0,1,1,1,1,2,160
house,independent,sector 25,6.5,36111.0,1797.5712999999998,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately Old,,1800.0,,0,1,1,1,1,1,61
flat,ambience creacions,sector 22,4.1,28101.0,1459.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3,3,3+,2.0,North-East,New Property,2781.0,,1459.0,0,0,0,0,0,2,119
house,independent,sector 55,1.45,241666.0,540.0,Plot area 60(5.57 sq.m.),4,4,3+,4.0,East,Relatively New,,540.0,,0,1,0,0,0,1,70
house,"bhim nagar, sector",sector 6,0.85,126865.0,603.0,Plot area 67(6.22 sq.m.),5,2,2,1.0,not available,Old Property,,603.0,,0,0,1,0,0,0,29
house,independent,sector 46,3.55,24500.0,1453.1264999999999,Plot area 161(134.62 sq.m.),5,4,3+,3.0,North-West,Moderately Old,,1449.0,,0,0,0,1,0,0,73
house,dlf city plots phase,sector 25,7.5,31686.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3+,4.0,West,Relatively New,,1935.0,,0,0,1,1,1,0,160
house,dlf the grove,sector 54,5.7,211111.0,269.09749999999997,Built Up area: 270 (25.08 sq.m.),4,4,0,1.0,not available,Undefined,,270.0,,0,0,0,0,0,1,46
house,unitech espace,sector 50,7.5,34722.0,2163.5439,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately Old,,241.0,240.0,0,0,0,1,0,0,66
house,independent,sector 25,6.5,36111.0,1797.5712999999998,Plot area 200(167.23 sq.m.),4,3,3,3.0,not available,Moderately Old,,1800.0,,0,0,1,0,1,1,19
house,independent,sector 26,13.5,29880.0,4520.838,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively New,,4518.0,,1,0,1,1,1,2,49
house,independent,sector 28,0.45,90000.0,53.8195,Built Up area: 50 (4.65 sq.m.),5,3,0,1.0,not available,Undefined,,50.0,,0,0,0,0,0,1,0
house,unitech espace,sector 50,9.8,30247.0,3239.9339,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,0,0,1,0,1,22
house,emaar mgf marbella,sector 66,12.0,38095.0,3153.8226999999997,Plot area 350(292.64 sq.m.),5,6,3+,3.0,North-East,Relatively New,,3150.0,,0,1,0,1,0,0,153
house,independent,sector 5,0.75,57692.0,129.1668,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,not available,Undefined,,130.0,,0,0,0,0,0,1,0
house,independent,sector 28,8.4,34568.0,2432.6414,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,Relatively New,,2430.0,,0,1,1,1,0,0,139
flat,housing board colony,sector 51,0.3,41666.0,72.0,Carpet area: 72 (6.69 sq.m.),1,1,0,0.0,not available,Moderately Old,,,72.0,0,0,0,0,1,0,15
house,independent,sector 26,14.75,51864.0,2841.6695999999997,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,0,1,1,1,1,0,153
house,independent house sector,sector 40,9.0,38022.0,9000.0,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),12,12,3,4.0,North-West,New Property,,9000.0,6000.0,0,0,0,1,0,0,71
house,independent,sector 7,1.35,40909.0,333.6809,Built Up area: 330 (30.66 sq.m.),4,5,0,3.0,not available,Undefined,,330.0,,0,0,0,0,0,1,0
house,independent,sector 104,0.8,80000.0,900.0,Plot area 100(9.29 sq.m.),13,6,3+,3.0,South,Moderately Old,,900.0,,1,0,1,1,1,0,0
house,independent,sector 55,9.19,34037.0,2701.7389,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,New Property,,2700.0,,0,0,1,1,0,0,49
house,independent,sector 26,6.0,33333.0,1797.5712999999998,Plot area 200(167.23 sq.m.),8,5,3+,3.0,not available,Old Property,,1800.0,,0,0,0,0,0,0,9
house,dlf city plots,sector 26,16.0,37778.0,4499.3102,Plot area 500(418.06 sq.m.),4,4,3,1.0,not available,Relatively New,,4500.0,,0,1,1,0,1,0,7
house,independent,sector 25,13.0,45710.0,2841.6695999999997,Plot area 316(264.22 sq.m.),6,8,3+,,not available,Relatively New,,2844.0,,0,1,1,1,1,2,0
house,not applicable,sector 4,0.8,54794.0,1314.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,not available,Under Construction,,1314.0,,0,0,0,0,0,1,0
house,independent,sector 12,1.0,74074.0,3750.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),9,7,3+,3.0,North,Moderately Old,,3750.0,,0,1,1,0,0,0,7
flat,dlf park place,sector 54,4.86,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7.0,West,Relatively New,1875.0,,,0,0,0,1,0,0,49
house,sushant lok builder floors,sector 43,1.65,30556.0,538.1949999999999,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,Moderately Old,,540.0,500.0,1,0,0,0,0,2,49
house,cloudnine cottages,sohna road,5.5,55000.0,9000.0,Plot area 1000(92.9 sq.m.),3,3,0,1.0,not available,Moderately Old,,9000.0,,0,0,0,0,0,1,0
house,international city by sobha phase,sector 109,9.5,26389.0,3595.1425999999997,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively New,,3600.0,,0,0,1,1,1,0,138
house,ansal sushant lok plots,sector 43,7.0,25926.0,2701.7389,Plot area 300(250.84 sq.m.),5,5,3+,3.0,North-East,Relatively New,,2700.0,,0,0,1,1,1,0,41
house,the laburnum,sector 43,11.0,27160.0,4047.2264,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,0,0,1,1,0,0,160
house,unitech nirvana birch court,sector 50,6.8,31481.0,2163.5439,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,0,0,1,1,1,1,105
house,independent,sector 26,8.1,35294.0,2292.7107,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,Old Property,,2295.0,,0,0,0,0,0,0,42
house,independent,sector 41,11.0,33951.0,3239.9339,Plot area 360(301.01 sq.m.),4,4,2,3.0,East,New Property,,3240.0,,0,0,1,1,1,0,35
house,independent,sector 26,8.9,32963.0,2701.7389,Plot area 300(250.84 sq.m.),4,4,3+,2.0,South-East,Old Property,,2700.0,,0,1,1,1,1,1,82
house,independent,sector 55,7.49,27741.0,2701.7389,Plot area 300(250.84 sq.m.),12,12,3+,4.0,South-East,Relatively New,,2700.0,,0,0,1,1,1,0,49
house,independent,sector 41,7.0,28283.0,2475.697,Plot area 275(229.94 sq.m.),7,7,3+,3.0,South-West,Moderately Old,,2475.0,,0,1,1,1,1,2,151
house,uppal southend,sector 49,6.75,32328.0,2088.1965999999998,Plot area 232(193.98 sq.m.),12,12,3+,3.0,North,Moderately Old,,2088.0,,1,0,1,1,1,0,49
house,independent,sector 24,3.5,32407.0,1076.3899999999999,Plot area 120(100.34 sq.m.),5,4,3,3.0,North-West,Old Property,,1080.0,,0,0,0,0,0,0,15
house,dlf city plots,sector 26,17.3,38734.0,4520.838,Plot area 502(419.74 sq.m.),6,7,3+,3.0,North,New Property,,4518.0,,0,1,1,1,1,0,124
house,independent,sector 26,9.0,33333.0,2701.7389,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old Property,,2700.0,,0,1,1,1,1,2,110
house,international city by sobha phase,sector 109,11.25,25000.0,4499.3102,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively New,,4500.0,,0,0,1,1,1,0,42
house,unitech nirvana birch court,sector 50,7.1,283333.0,2160.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Moderately Old,,2160.0,,0,0,0,1,0,1,49
house,housing board colony,sector 28,5.5,30556.0,1797.5712999999998,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,Old Property,,1800.0,,1,0,1,0,0,0,22
house,independent,sector 43,5.75,29716.0,1937.502,Plot area 215(179.77 sq.m.),4,4,2,2.0,North,Old Property,,1935.0,,0,1,1,1,0,0,34
house,vipul tatvam villa,sector 48,7.25,27971.0,2594.0998999999997,Plot area 288(240.8 sq.m.),3,4,2,2.0,South,Moderately Old,,2592.0,,0,1,1,1,1,0,115
house,independent,sector 46,2.4,26667.0,904.1676,Plot area 100(83.61 sq.m.),4,4,3,3.0,East,Moderately Old,,900.0,,0,1,0,0,0,0,44
house,independent,sector 47,5.15,26615.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3+,3.0,East,Relatively New,,1935.0,,0,1,0,0,0,0,75
house,independent,sector 26,23.0,25556.0,8998.6204,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively New,,9000.0,,0,1,1,1,1,0,145
house,unitech nirvana birch court,sector 50,11.95,36883.0,3239.9339,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately Old,,3240.0,,0,0,0,1,1,1,101
house,independent,sector 28,11.25,34722.0,3239.9339,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderately Old,,3240.0,,0,1,1,1,0,0,126
house,independent,sector 26,18.0,39841.0,4520.838,Plot area 502(419.74 sq.m.),5,4,3+,4.0,North,Moderately Old,,4518.0,,0,1,1,1,1,0,113
house,independent,sector 24,3.2,59259.0,538.1949999999999,Plot area 60(50.17 sq.m.),14,14,3+,6.0,West,Relatively New,,540.0,,0,0,0,0,0,2,15
house,malibu towne,sector 47,1.15,41818.0,2475.0,Plot area 275(25.55 sq.m.),3,3,3,2.0,North-East,Old Property,,2475.0,,0,0,0,0,0,0,33
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,2700.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,4.0,North-East,New Property,,2700.0,1100.0,1,0,0,0,0,0,41
house,independent,sector 43,5.3,27390.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3+,3.0,East,Moderately Old,,1935.0,,0,0,0,1,0,0,71
house,independent,sector 26,10.5,43210.0,2723.2666999999997,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 270 sq.yards (225.75 sq.m.),12,12,3+,4.0,North-East,Relatively New,,300.0,270.0,0,0,1,1,0,0,72
house,independent,sector 3,0.9,80357.0,107.639,Built Up area: 112 (10.41 sq.m.),3,3,0,2.0,not available,Undefined,,112.0,,0,0,0,0,0,1,0
house,uppal southend,sector 49,3.75,25562.0,1463.8904,Built Up area: 163 (136.29 sq.m.),6,6,3+,3.0,East,Moderately Old,,163.0,,0,0,0,0,1,0,26
flat,tulip monsella,sector 53,8.25,28000.0,2946.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,not available,Undefined,2940.0,,,0,0,0,1,0,2,35
house,vatika india next,sector 82,7.0,194444.0,3900.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively New,,3900.0,3743.0,0,0,0,1,0,2,105
house,independent,sector 50,12.5,40611.0,3078.4754,Plot area 342(285.96 sq.m.),6,5,3,4.0,East,Moderately Old,,3078.0,,0,0,1,1,1,0,23
house,international city by sobha phase,sector 109,12.5,26667.0,4499.3102,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,,4500.0,,0,1,1,1,1,1,63
house,independent,sector 47,4.6,26620.0,1732.9878999999999,Plot area 192(160.54 sq.m.),7,6,3+,4.0,not available,Moderately Old,,1728.0,,0,0,0,0,0,2,51
house,luxury dlf city floors,sector 26,20.0,48889.0,4499.3102,Plot area 500(418.06 sq.m.),16,16,3+,4.0,not available,New Property,,4500.0,,0,0,0,1,0,0,31
house,independent,sector 27,8.25,45833.0,1894.4463999999998,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),12,12,3+,4.0,East,New Property,,205.0,200.0,0,0,1,1,0,0,40
house,dlf city plots phase,sector 25,10.5,261194.0,3618.0,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,Old Property,,3618.0,,0,0,1,1,0,0,91
house,vipul tatvam villa,sector 48,6.4,24691.0,2594.0998999999997,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,,240.0,200.0,0,1,0,1,1,0,148
house,independent,sector 25,6.6,36667.0,1797.5712999999998,Plot area 200(167.23 sq.m.),6,7,3+,2.0,East,Moderately Old,,1800.0,,0,0,0,1,1,0,119
house,independent,sector 43,8.25,30556.0,2701.7389,Plot area 300(250.84 sq.m.),5,6,3+,3.0,West,Moderately Old,,2700.0,,0,1,1,1,1,0,64
